Movie Name,Role,Name
Gnomeo and Juliet,Screenwriter,Emily Cook
Gnomeo and Juliet,Screenwriter,Kathy Greenburg
Gnomeo and Juliet,Screenwriter,Steve Hamilton Shaw
Gnomeo and Juliet,Screenwriter,Kelly Asbury
Gnomeo and Juliet,Screenwriter,Rob Sprackling
Gnomeo and Juliet,Screenwriter,John R. Smith
The Flintstones,Director,Brian Levant
The Flintstones,Screenwriter,Tom S. Parker
The Flintstones,Screenwriter,Jim Jennewein
The Flintstones,Screenwriter,Steven E. de Souza
The Flintstones,Producer,Bruce Cohen
What's Eating Gilbert Grape,Director,Lasse Hallström
What's Eating Gilbert Grape,Screenwriter,Peter Hedges
47 Ronin,Director,Carl Rinsch
47 Ronin,Screenwriter,Chris Morgan
47 Ronin,Screenwriter,Hossein Amini
47 Ronin,Producer,Pamela Abdy
47 Ronin,Producer,Eric McLeod
Swelter,Director,Keith Parmer
17 Again,Director,Burr Steers
Monte Carlo,Director,Tom Bezucha
Monte Carlo,Screenwriter,Tom Bezucha
Monte Carlo,Screenwriter,April Blair
Monte Carlo,Screenwriter,Maria Maggenti
Monte Carlo,Screenwriter,Kelly Bowe
Monte Carlo,Producer,Arnon Milchan
Monte Carlo,Producer,Denise Di Novi
Monte Carlo,Producer,Alison Greenspan
Monte Carlo,Producer,Nicole Kidman
Monte Carlo,Producer,Per Saari
Sisterhood of the Traveling Pants,Director,Ken Kwapis
Schindler's List,Director,Steven Spielberg
Schindler's List,Producer,Steven Spielberg
Schindler's List,Producer,Gerald R. Molen
Schindler's List,Producer,Branko Lustig
Schindler's List,Screenwriter,Steven Zaillian
Mad Max 2: The Road Warrior,Director,George Miller
Gran Torino,Director,Clint Eastwood
Gran Torino,Screenwriter,Nick Schenk
Gran Torino,Producer,Clint Eastwood
Gran Torino,Producer,Robert Lorenz
Gran Torino,Producer,Bill Gerber
Johnny Suede,Director,Tom DiCillo
Johnny Suede,Screenwriter,Tom DiCillo
Johnny Suede,Producer,Yoram Mandel
Johnny Suede,Producer,Ruth Waldburger
Where the Truth Lies,Director,Atom Egoyan
The Smurfs 2,Director,Raja Gosnell
The Smurfs 2,Producer,Jordan Kerner
The Smurfs 2,Screenwriter,J. David Stem
The Smurfs 2,Screenwriter,David N. Weiss
The Smurfs 2,Screenwriter,Jay Scherick
The Smurfs 2,Screenwriter,David Ronn
The Smurfs 2,Screenwriter,Karey Kirkpatrick
Dying of the Light,Director,Paul Schrader
Veronica Guerin,Director,Joel Schumacher
Step Up,Director,Anne Fletcher
Step Up,Screenwriter,Duane Adler
Step Up,Screenwriter,Melissa Rosenberg
Step Up,Producer,Patrick Wachsberger
Step Up,Producer,Erik Feig
Step Up,Producer,Adam Shankman
Step Up,Producer,Jennifer Gibgot
Rocky Balboa,Director,Sylvester Stallone
Super,Producer,Miranda Bailey
Super,Producer,Ted Hope
Super,Director,James Gunn
Super,Screenwriter,James Gunn
Harry Potter and the Goblet of Fire,Director,Mike Newell
Harry Potter and the Goblet of Fire,Producer,David Heyman
Harry Potter and the Goblet of Fire,Screenwriter,Steve Kloves
Flags of Our Fathers,Director,Clint Eastwood
Flags of Our Fathers,Producer,Clint Eastwood
Flags of Our Fathers,Producer,Steven Spielberg
Flags of Our Fathers,Producer,Robert Lorenz
Flags of Our Fathers,Screenwriter,William Broyles Jr.
Flags of Our Fathers,Screenwriter,Paul Haggis
Anonymous,Director,Roland Emmerich
Anonymous,Screenwriter,John Orloff
Anonymous,Producer,Roland Emmerich
Anonymous,Producer,Larry J. Franco
Anonymous,Producer,Robert Leger
The Nativity Story,Director,Catherine Hardwicke
Man on a Ledge,Director,Asger Leth
Man on a Ledge,Screenwriter,Pablo F. Fenjves
Man on a Ledge,Producer,Lorenzo di Bonaventura
Man on a Ledge,Producer,Mark Vahradian
Sorority Boys,Director,Wallace Wolodarsky
House of Flying Daggers,Director,Yimou Zhang
The Gatekeepers,Director,Dror Moreh
The Gatekeepers,Screenwriter,Dror Moreh
The Gatekeepers,Producer,Dror Moreh
The Gatekeepers,Producer,Estelle Fialon
The Gatekeepers,Producer,Philippa Kowarsky
Saw VI,Screenwriter,Marcus Dunstan
Saw VI,Screenwriter,Patrick Melton
Saw VI,Director,Kevin Greutert
Napoleon Dynamite,Director,Jared Hess
Trapped,Producer,Mimi Polk
Men in Black 3,Director,Barry Sonnenfeld
Men in Black 3,Screenwriter,Etan Cohen
Men in Black 3,Producer,Walter F. Parkes
Men in Black 3,Producer,Laurie MacDonald
Beautiful Creatures,Director,Richard LaGravenese
Beautiful Creatures,Screenwriter,Richard LaGravenese
Beautiful Creatures,Producer,Erwin Stoff
Beautiful Creatures,Producer,Andrew A. Kosove
Beautiful Creatures,Producer,Broderick Johnson
Beautiful Creatures,Producer,Molly Mickler Smith
Beautiful Creatures,Producer,David Valdes
Basquiat,Director,Julian Schnabel
8 Heads in a Duffel Bag,Director,Tom Schulman
Star Trek III: The Search for Spock,Director,Leonard Nimoy
Grown Ups 2,Director,Dennis Dugan
Grown Ups 2,Producer,Adam Sandler
Grown Ups 2,Producer,Jack Giarraputo
Grown Ups 2,Screenwriter,Fred Wolf
Grown Ups 2,Screenwriter,Adam Sandler
Grown Ups 2,Screenwriter,Tim Herlihy
Rush Hour 3,Director,Brett Ratner
Rush Hour 3,Screenwriter,Jeff Nathanson
Rush Hour 3,Producer,Arthur Sarkissian
Rush Hour 3,Producer,Roger Birnbaum
Rush Hour 3,Producer,Jay Stern
Rush Hour 3,Producer,Jonathan Glickman
Rush Hour 3,Producer,Andrew Z. Davis
The Rocker,Director,Peter Cattaneo
The Rocker,Screenwriter,Maya Forbes
The Rocker,Screenwriter,Wallace Wolodarsky
The Rocker,Producer,Shawn Levy
The Rocker,Producer,Tom McNulty
Dinner for Schmucks,Producer,Walter F. Parkes
Dinner for Schmucks,Producer,Laurie MacDonald
Dinner for Schmucks,Producer,Jay Roach
Dinner for Schmucks,Director,Jay Roach
Dinner for Schmucks,Screenwriter,David Guion
Dinner for Schmucks,Screenwriter,Michael Handelman
Family Plot,Director,Alfred Hitchcock
Secret Window,Director,David Koepp
Secret Window,Screenwriter,David Koepp
Legal Eagles,Director,Ivan Reitman
The Mummy Returns,Producer,James Jacks
The Mummy Returns,Producer,Sean Daniel
The Mummy Returns,Director,Stephen Sommers
The Mummy Returns,Screenwriter,Stephen Sommers
"Six Days, Seven Nights",Director,Ivan Reitman
El Mariachi,Director,Robert Rodriguez
That Thing You Do!,Director,Tom Hanks
That Thing You Do!,Screenwriter,Tom Hanks
That Thing You Do!,Producer,Gary Goetzman
That Thing You Do!,Producer,Jonathan Demme
That Thing You Do!,Producer,Edward Saxon
My Dog Skip,Director,Jay Russell
My Life in Ruins,Director,Donald Petrie
Shaolin Soccer,Director,Stephen Chow
Brick Mansions,Director,Camille Delamarre
Brick Mansions,Screenwriter,Luc Besson
Brick Mansions,Producer,Claude Leger
Brick Mansions,Producer,Jonathan Vanger
The Howling,Director,Joe Dante
Melancholia,Screenwriter,Lars Von Trier
Melancholia,Director,Lars Von Trier
Melancholia,Producer,Meta Louise Foldager
Melancholia,Producer,Louise Vesth
A True Story,Director,Malcolm Goodwin
A True Story,Screenwriter,Cameron Fife
A True Story,Screenwriter,Tyler McGee
A True Story,Producer,Malcolm Goodwin
A True Story,Producer,Cameron Fife
A True Story,Producer,Tyler McGee
Flyboys,Director,Tony Bill
The Grace Card,Producer,Howard A. Klausner
The Grace Card,Producer,John Saunders
The Grace Card,Producer,John Nasraway
The Grace Card,Director,David G. Evans
The Grace Card,Screenwriter,Howard A. Klausner
Redacted,Director,Brian De Palma
Sorcerer,Director,William Friedkin
Shadow Conspiracy,Director,George P. Cosmatos
Mouse Hunt,Director,Gore Verbinski
Mortal Kombat,Director,Paul Anderson
Obsessed,Director,Steve Shill
Body Double,Director,Brian De Palma
Tombstone,Director,George P. Cosmatos
Remember the Titans,Director,Boaz Yakin
Remember the Titans,Screenwriter,Gregory Allen Howard
Remember the Titans,Producer,Jerry Bruckheimer
Remember the Titans,Producer,Chad Oman
Mission: Impossible - Ghost Protocol,Director,Brad Bird
Mission: Impossible - Ghost Protocol,Screenwriter,Josh Applebaum
Mission: Impossible - Ghost Protocol,Screenwriter,Andre Nemec
Mission: Impossible - Ghost Protocol,Producer,Tom Cruise
Mission: Impossible - Ghost Protocol,Producer,J.J. Abrams
Mission: Impossible - Ghost Protocol,Producer,Bryan Burk
Bandits,Director,Barry Levinson
City of Ember,Director,Gil Kenan
Midnight in the Garden of Good and Evil,Director,Clint Eastwood
Taking Woodstock,Director,Ang Lee
How Do You Know?,Producer,James L. Brooks
How Do You Know?,Producer,Julie Ansell
How Do You Know?,Producer,Paula Weinstein
How Do You Know?,Producer,Laurence Mark
How Do You Know?,Director,James L. Brooks
How Do You Know?,Screenwriter,James L. Brooks
Des Hommes et Des Dieux,Producer,Pascal Caucheteux
Des Hommes et Des Dieux,Producer,Etienne Comar
Des Hommes et Des Dieux,Director,Xavier Beauvois
Des Hommes et Des Dieux,Screenwriter,Xavier Beauvois
Des Hommes et Des Dieux,Screenwriter,Etienne Comar
Jurassic Park III,Director,Joe Johnston
Jurassic Park III,Producer,Kathleen Kennedy
Jurassic Park III,Producer,Larry Franco
Jurassic Park III,Screenwriter,Peter Buchman
Funny People,Director,Judd Apatow
Funny People,Screenwriter,Judd Apatow
Funny People,Producer,Judd Apatow
Funny People,Producer,Clayton Townsend
Funny People,Producer,Barry Mendel
Little Miss Sunshine,Director,Jonathan Dayton
Little Miss Sunshine,Director,Valerie Faris
Little Miss Sunshine,Screenwriter,Michael Arndt
Little Miss Sunshine,Producer,Marc Turtletaub
Little Miss Sunshine,Producer,David T. Friendly
Little Miss Sunshine,Producer,Peter Saraf
Little Miss Sunshine,Producer,Albert Berger
Little Miss Sunshine,Producer,Ron Yerxa
Dark Blue,Director,Ron Shelton
True Romance,Director,Tony Scott
True Romance,Producer,Samuel Hadida
True Romance,Producer,Steve Perry
True Romance,Producer,Bill Unger
True Romance,Screenwriter,Quentin Tarantino
Dylan Dog: Dead of Night,Producer,Ashok Amritraj
Dylan Dog: Dead of Night,Producer,Scott Mitchell Rosenberg
Dylan Dog: Dead of Night,Producer,Gilbert Adler
Dylan Dog: Dead of Night,Director,Kevin Munroe
Dylan Dog: Dead of Night,Screenwriter,Joshua Oppenheimer
Dylan Dog: Dead of Night,Screenwriter,Thomas Dean Donnelly
Snakes on a Plane,Director,David R. Ellis
Snakes on a Plane,Screenwriter,John Heffernan
Snakes on a Plane,Screenwriter,Sebastian Gutierrez
Snakes on a Plane,Producer,Gary Levinsohn
Snakes on a Plane,Producer,Don Granger
Snakes on a Plane,Producer,Craig Berenson
Donnie Darko,Director,Richard Kelly
Xinhai geming,Director,Zhang Li
Xinhai geming,Producer,Wang Zhebin
Xinhai geming,Producer,Jackie Chan
Xinhai geming,Screenwriter,Wang Xingdong
Xinhai geming,Screenwriter,Chen Baoguang
Mirrors,Director,Alexandre Aja
Ted,Director,Seth MacFarlane
Ted,Screenwriter,Seth MacFarlane
Ted,Screenwriter,Alec Sulkin
Ted,Screenwriter,Wellsesly Wild
Ted,Producer,Scott Stuber
Ted,Producer,Seth MacFarlane
Ted,Producer,John Jacobs
Ted,Producer,Jason Clark
Event Horizon,Director,Paul Anderson
The Santa Clause 2,Director,Michael Lembeck
Wanted,Director,Timur Bekmambetov
Wanted,Screenwriter,Michael Brandt
Wanted,Screenwriter,Derek Haas
Wanted,Screenwriter,Chris Morgan
Wanted,Producer,Marc Platt
Wanted,Producer,Jim Lemley
Wanted,Producer,Jason Netter
Wanted,Producer,Iain Smith
The Ghost Writer,Director,Roman Polanski
She's Gotta Have It,Director,Spike Lee
The Son of No One,Screenwriter,Dito Montiel
The Son of No One,Director,Dito Montiel
The Son of No One,Producer,Avi Lerner
The Son of No One,Producer,Holly Wiersma
The Son of No One,Producer,John Thompson
Beverly Hills Cop III,Director,John Landis
"Life, or Something Like It",Director,Stephen Herek
The Prince of Egypt,Director,Brenda Chapman
The Prince of Egypt,Director,Steve Hickner
The Prince of Egypt,Director,Simon Wells
The Prince of Egypt,Producer,Penny Finkelman Cox
The Prince of Egypt,Producer,Sandra Rabins
Resurrecting the Champ,Director,Rod Lurie
Resurrecting the Champ,Screenwriter,Michael Bortman
Resurrecting the Champ,Screenwriter,Allison Burnett
Resurrecting the Champ,Producer,Mike Medavoy
Resurrecting the Champ,Producer,Bob Yari
Resurrecting the Champ,Producer,Marc Frydman
Resurrecting the Champ,Producer,Rod Lurie
The Princess and the Frog,Director,John Musker
The Princess and the Frog,Director,Ron Clements
The Princess and the Frog,Screenwriter,John Musker
The Princess and the Frog,Screenwriter,Rob Edwards
The Princess and the Frog,Screenwriter,Ron Clements
Stranger Than Fiction,Director,Marc Forster
The Incredible Burt Wonderstone,Screenwriter,John Francis Daley
The Incredible Burt Wonderstone,Director,Don Scardino
The Incredible Burt Wonderstone,Screenwriter,Jonathan Goldstein
The Incredible Burt Wonderstone,Producer,Chris Bender
The Incredible Burt Wonderstone,Producer,Steve Carell
The Incredible Burt Wonderstone,Producer,Jake Weiner
The Incredible Burt Wonderstone,Producer,Tyler Mitchell
Dangerous Liaisons,Screenwriter,Christopher Hampton
Dangerous Liaisons,Director,Stephen Frears
Godzilla,Director,Gareth Edwards
Godzilla,Screenwriter,Max Borenstein
Godzilla,Producer,Thomas Tull
Godzilla,Producer,Jon Jashni
Godzilla,Producer,Mary Parent
Godzilla,Producer,Brian Rogers
Bamboozled,Director,Spike Lee
Tristram Shandy: A Cock and Bull Story,Director,Michael Winterbottom
The Siege,Director,Edward Zwick
The Golden Child,Director,Michael Ritchie
The Golden Child,Producer,Edward S. Feldman
The Golden Child,Producer,Robert D. Wachs
The Golden Child,Screenwriter,Dennis Feldman
The Fast and the Furious,Director,Rob Cohen
The Fast and the Furious,Screenwriter,Gary Scott Thompson
The Fast and the Furious,Screenwriter,Eric Bergquist
The Fast and the Furious,Screenwriter,David Ayer
The Fast and the Furious,Producer,Neal H. Moritz
Ghost Rider: Spirit of Vengeance,Director,Neveldine & Taylor
Ghost Rider: Spirit of Vengeance,Screenwriter,Scott M. Gimple
Ghost Rider: Spirit of Vengeance,Screenwriter,Seth Hoffman
Ghost Rider: Spirit of Vengeance,Screenwriter,David S. Goyer
Ghost Rider: Spirit of Vengeance,Producer,Steven Paul
Ghost Rider: Spirit of Vengeance,Producer,Ashok Amritraj
Ghost Rider: Spirit of Vengeance,Producer,Michael De Luca
Ghost Rider: Spirit of Vengeance,Producer,Avi Arad
The Last Castle,Director,Rod Lurie
Extreme Measures,Director,Michael Apted
Malcolm X,Director,Spike Lee
The Last Stand,Director,Kim Jee-woon
The Last Stand,Screenwriter,Andrew Knauer
The Last Stand,Screenwriter,Jeffrey Nachmanoff
The Last Stand,Producer,Lorenzo di Bonaventura
Bless the Child,Director,Chuck Russell
Tootsie,Director,Sydney Pollack
Katy Perry: Part of Me 3D,Producer,Brian Grazer
Katy Perry: Part of Me 3D,Producer,Katy Perry
Katy Perry: Part of Me 3D,Producer,Martin Kirkup
Katy Perry: Part of Me 3D,Producer,Bradford Cobb
Katy Perry: Part of Me 3D,Producer,Steven Jensen
Katy Perry: Part of Me 3D,Director,Dan Cutforth
Katy Perry: Part of Me 3D,Director,Jane Lipsitz
Next Friday,Director,Steve Carr
Scream,Director,Wes Craven
Eye for an Eye,Director,John Schlesinger
The Rite,Producer,Beau Flynn
The Rite,Producer,Tripp Vinson
The Rite,Director,Mikael Hafstrom
The Rite,Screenwriter,Michael Petroni
Couples Retreat,Director,Peter Billingsley
Couples Retreat,Screenwriter,Jon Favreau
Couples Retreat,Screenwriter,Dana Fox
Couples Retreat,Screenwriter,Vince Vaughn
Couples Retreat,Producer,Vince Vaughn
Couples Retreat,Producer,Scott Stuber
My Sister's Keeper,Director,Nick Cassavetes
My Sister's Keeper,Screenwriter,Jeremy Leven
My Sister's Keeper,Screenwriter,Nick Cassavetes
My Sister's Keeper,Producer,Mark Johnson
My Sister's Keeper,Producer,Chuck Pacheco
My Sister's Keeper,Producer,Scott L. Goldman
Days of Thunder,Director,Tony Scott
Days of Thunder,Producer,Don Simpson
Days of Thunder,Producer,Jerry Bruckheimer
Days of Thunder,Screenwriter,Robert Towne
The Horse Whisperer,Director,Robert Redford
The Horse Whisperer,Producer,Robert Redford
The Horse Whisperer,Producer,Patrick Markey
The Horse Whisperer,Screenwriter,Eric Roth
The Horse Whisperer,Screenwriter,Richard LaGravenese
Whiteout,Producer,Susan Downey
Whiteout,Producer,David Gambino
Whiteout,Producer,Joel Silver
Whiteout,Director,Dominic Sena
Whiteout,Screenwriter,Jon Hoeber
Whiteout,Screenwriter,Erich Hoeber
Whiteout,Screenwriter,Chad Hayes
Whiteout,Screenwriter,Carey W. Hayes
Alexander,Director,Oliver Stone
Alexander,Screenwriter,Oliver Stone
Alexander,Screenwriter,Christopher Kyle
Alexander,Screenwriter,Laeta Kalogridis
Alexander,Producer,Thomas Schuhly
Alexander,Producer,Jon Kilik
Alexander,Producer,Iain Smith
Alexander,Producer,Moritz Borman
Cabin Fever,Director,Eli Roth
Red Riding Hood,Director,Catherine Hardwicke
Red Riding Hood,Screenwriter,David Leslie Johnson
Red Riding Hood,Producer,Jennifer Davisson Killoran
Red Riding Hood,Producer,Leonardo DiCaprio
Red Riding Hood,Producer,Julie Yorn
Area 51,Director,Oren Peli
Death Race,Director,Paul Anderson
I Don't Know How She Does It,Director,Douglas McGrath
I Don't Know How She Does It,Screenwriter,Aline Brosh McKenna
I Don't Know How She Does It,Producer,Donna Gigliotti
Amadeus,Director,Milos Forman
Amadeus,Producer,Saul Zaentz
The Big Lebowski,Director,Joel Coen
The Big Lebowski,Producer,Ethan Coen
The Big Lebowski,Screenwriter,Ethan Coen
The Big Lebowski,Screenwriter,Joel Coen
Mandela: Long Walk to Freedom,Director,Justin Chadwick
Mandela: Long Walk to Freedom,Screenwriter,William Nicholson
Mandela: Long Walk to Freedom,Producer,Anant Singh
Mandela: Long Walk to Freedom,Producer,David M. Thompson
Dick Tracy,Director,Warren Beatty
Dick Tracy,Producer,Warren Beatty
Dick Tracy,Screenwriter,Jim Cash
Dick Tracy,Screenwriter,"Jack Epps, Jr."
About a Boy,Producer,Jane Rosenthal
About a Boy,Producer,Robert De Niro
About a Boy,Producer,Brad Epstein
About a Boy,Producer,Tim Bevan
About a Boy,Producer,Eric Fellner
About a Boy,Director,Paul Weitz
About a Boy,Director,Chris Weitz
About a Boy,Screenwriter,Peter Hedges
About a Boy,Screenwriter,Chris Weitz
About a Boy,Screenwriter,Paul Weitz
Far From Heaven,Director,Todd Haynes
Transformers: Revenge of the Fallen,Director,Michael Bay
Transformers: Revenge of the Fallen,Screenwriter,Ehren Kruger
Transformers: Revenge of the Fallen,Screenwriter,Roberto Orci
Transformers: Revenge of the Fallen,Screenwriter,Alex Kurtzman
Transformers: Revenge of the Fallen,Producer,Don Murphy
Transformers: Revenge of the Fallen,Producer,Tom DeSanto
Transformers: Revenge of the Fallen,Producer,Ian Bryce
Transformers: Revenge of the Fallen,Producer,Lorenzo di Bonaventura
Zoom,Director,Peter Hewitt
Paul,Director,Greg Mottola
Paul,Screenwriter,Simon Pegg
Paul,Screenwriter,Nick Frost
Paul,Producer,Nira Park
Paul,Producer,Tim Bevan
Paul,Producer,Eric Fellner
Kama Sutra,Director,Mira Nair
Lolita,Director,Adrian Lyne
Man of the House,Director,Stephen Herek
The Tale of Despereaux,Director,Rob Stevenhagen
The Tale of Despereaux,Director,Sam Fell
The Tale of Despereaux,Screenwriter,Gary Ross
The Tale of Despereaux,Producer,Gary Ross
The Tale of Despereaux,Producer,Allison Thomas
Prince of Persia: Sands of Time,Director,Mike Newell
Prince of Persia: Sands of Time,Screenwriter,Boaz Yakin
Prince of Persia: Sands of Time,Screenwriter,Doug Miro
Prince of Persia: Sands of Time,Screenwriter,Carlo Bernard
Prince of Persia: Sands of Time,Producer,Jerry Bruckheimer
Fright Night,Director,Greg Gillespie
Fright Night,Screenwriter,Marti Noxon
Fright Night,Producer,Michael De Luca
Fright Night,Producer,Alison Rosenzweig
Against the Ropes,Director,Charles S. Dutton
The New World,Director,Terrence Malick
The New World,Screenwriter,Terrence Malick
The New World,Producer,Sarah Green
Groundhog Day,Director,Harold Ramis
Quarantine,Director,John Erick Dowdle
Cast Away,Director,Robert Zemeckis
Cast Away,Screenwriter,William Broyles Jr.
Cast Away,Producer,Steve Starkey
Cast Away,Producer,Tom Hanks
Cast Away,Producer,Robert Zemeckis
Cast Away,Producer,Jack Rapke
Monsters vs. Aliens,Director,Rob Letterman
Monsters vs. Aliens,Director,Conrad Vernon
Monsters vs. Aliens,Producer,Lisa Stewart
Monsters vs. Aliens,Screenwriter,Maya Forbes
Monsters vs. Aliens,Screenwriter,Wallace Wolodarsky
Monsters vs. Aliens,Screenwriter,Rob Letterman
Monsters vs. Aliens,Screenwriter,Jonathan Aibel
Monsters vs. Aliens,Screenwriter,Glenn Berger
The Dirties,Director,Matthew Johnson
The Dirties,Director,Matthew Miller
The Dirties,Producer,Matt Johnson
The Dirties,Producer,Evan Morgan
The Dirties,Producer,Jared Raab
The Dirties,Screenwriter,Matthew Johnson
The Dirties,Screenwriter,Evan Morgan
Double Take,Director,George Gallo
Double Take,Screenwriter,George Gallo
Double Take,Producer,David Permut
Double Take,Producer,Brett Ratner
Envy,Director,Barry Levinson
Herbie: Fully Loaded,Director,Angela Robinson
The Hobbit: The Battle of the Five Armies,Director,Peter Jackson
The Hobbit: The Battle of the Five Armies,Screenwriter,Fran Walsh
The Hobbit: The Battle of the Five Armies,Screenwriter,Philippa Boyens
The Hobbit: The Battle of the Five Armies,Screenwriter,Peter Jackson
The Hobbit: The Battle of the Five Armies,Screenwriter,Guillermo Del Toro
The Hobbit: The Battle of the Five Armies,Producer,Peter Jackson
The Hobbit: The Battle of the Five Armies,Producer,Carolynne Cunningham
The Hobbit: The Battle of the Five Armies,Producer,Zane Weiner
The Hobbit: The Battle of the Five Armies,Producer,Fran Walsh
Cat on a Hot Tin Roof,Director,Richard Brooks
Win a Date with Tad Hamilton!,Director,Robert Luketic
Chasing Amy,Director,Kevin Smith
Lucky Dog,Director,Michael Feifer
Tango & Cash,Director,Andrei Konchalovsky
The Invasion,Director,Oliver Hirschbiegel
The Invasion,Screenwriter,David Kajganich
The Invasion,Producer,Roy Lee
The Invasion,Producer,Doug Davison
The Invasion,Producer,Susan Downey
The Invasion,Producer,Steve Richards
The Invasion,Producer,Ronand G. Smith
The Invasion,Producer,Bruce Berman
The Sound of Music,Director,Robert Wise
The Mummy,Director,Stephen Sommers
Planet of the Apes,Director,Tim Burton
Planet of the Apes,Screenwriter,William Broyles Jr.
Planet of the Apes,Screenwriter,Lawrence Konner
Planet of the Apes,Screenwriter,Mark Rosenthal
The Twilight Saga: New Moon,Director,Chris Weitz
The Twilight Saga: New Moon,Screenwriter,Melissa Rosenberg
Kiss of Death,Director,Barbet Schroeder
Kiss of Death,Producer,Barbet Schroeder
Kiss of Death,Producer,Susan Hoffman
Kiss of Death,Screenwriter,Richard Price
City of Angels,Director,Brad Silberling
City of Angels,Screenwriter,Dana Stevens
City of Angels,Producer,Dawn Steel
City of Angels,Producer,Charles Roven
Femme Fatale,Director,Brian De Palma
The Story of Us,Director,Rob Reiner
The Matrix Reloaded,Director,Andy Wachowski
The Matrix Reloaded,Producer,Joel Silver
The Matrix Reloaded,Screenwriter,Andy Wachowski
The Matrix Reloaded,Screenwriter,Lana Wachowski
Star Trek: Insurrection,Director,Jonathan Frakes
Automata,Director,Gabe Ibanez
Automata,Screenwriter,Gabe Ibanez
Automata,Screenwriter,Igor Legarreta
Automata,Screenwriter,Javier Sanchez Donate
Monster House,Director,Gil Kenan
Monster House,Screenwriter,Dan Harmon
Monster House,Screenwriter,Rob Schrab
Monster House,Screenwriter,Pamela Pettler
Monster House,Producer,Steve Starkey
Monster House,Producer,Jack Rapke
Apocalypse Now,Director,Francis Ford Coppola
Percy Jackson & the Olympians: The Lightning Thief,Director,Chris Columbus
Percy Jackson & the Olympians: The Lightning Thief,Screenwriter,Craig Tiley
Percy Jackson & the Olympians: The Lightning Thief,Producer,Karen Rosenfelt
Percy Jackson & the Olympians: The Lightning Thief,Producer,Chris Columbus
Percy Jackson & the Olympians: The Lightning Thief,Producer,Michael Barnathan
Case 39,Director,Christian Alvart
Case 39,Screenwriter,Ray Wright
Case 39,Producer,Steve Golin
Case 39,Producer,Kevin Misher
Space Cowboys,Director,Clint Eastwood
Space Cowboys,Screenwriter,Ken Kaufman
Space Cowboys,Screenwriter,Howard Klausner
Space Cowboys,Producer,Clint Eastwood
Space Cowboys,Producer,Andrew Lazar
An Unfinished Life,Director,Lasse Hallström
Zombieland,Director,Ruben Fleischer
Zombieland,Screenwriter,Rhett Reese
Zombieland,Screenwriter,Paul Wernick
Zombieland,Producer,Gavin Polone
No se Aceptan Devoluciones,Director,Eugenio Derbez
No se Aceptan Devoluciones,Screenwriter,Guillermo Rios
No se Aceptan Devoluciones,Screenwriter,Letitcia Lopez Margalli
No se Aceptan Devoluciones,Screenwriter,Eugenio Derbez
No se Aceptan Devoluciones,Producer,Monica Lozano
No se Aceptan Devoluciones,Producer,Eugenio Derbez
Jimmy Neutron: Boy Genius,Screenwriter,J. David Stem
Collateral Damage,Director,Andrew Davis
No Good Deed,Director,Sam Miller
No Good Deed,Producer,Will Packer
No Good Deed,Producer,Lee Clay
No Good Deed,Screenwriter,Aimee Lagos
Saw IV,Director,Darren Lynn Bousman
21 and Over,Director,Jon Lucas
21 and Over,Director,Scott Moore
21 and Over,Screenwriter,Jon Lucas
21 and Over,Screenwriter,Scott Moore
21 and Over,Producer,David Hoberman
21 and Over,Producer,Todd Lieberman
21 and Over,Producer,Ryan Kavanaugh
Go!,Director,Doug Liman
A Nightmare On Elm Street: The Dream Child,Director,Stephen Hopkins
The Polar Express,Director,Robert Zemeckis
The Polar Express,Screenwriter,Robert Zemeckis
The Polar Express,Screenwriter,William Broyles Jr.
The Polar Express,Producer,Steve Starkey
The Polar Express,Producer,Robert Zemeckis
The Polar Express,Producer,Gary Goetzman
The Polar Express,Producer,William Teitler
The Borrowers,Director,Peter Hewitt
Red Dawn,Director,Dan Bradley
Red Dawn,Producer,Beau Flynn
Red Dawn,Producer,Tripp Vinson
Red Dawn,Screenwriter,Carl Ellsworth
Red Dawn,Screenwriter,Jeremy Passmore
Inception,Director,Christopher Nolan
Inception,Screenwriter,Christopher Nolan
Inception,Producer,Emma Thomas
Inception,Producer,Christopher Nolan
Bicentennial Man,Director,Chris Columbus
Hancock,Director,Peter Berg
Hancock,Producer,Akiva Goldsman
Hancock,Producer,James Lassiter
Hancock,Producer,Michael Mann
Hancock,Producer,Will Smith
Hancock,Screenwriter,Vincent Ngo
Hancock,Screenwriter,Vince Gilligan
Body of Lies,Director,Ridley Scott
Body of Lies,Producer,Ridley Scott
Body of Lies,Producer,Donald DeLine
Body of Lies,Screenwriter,William Monahan
The Green Mile,Director,Frank Darabont
The Green Mile,Screenwriter,Frank Darabont
The Green Mile,Producer,David Valdes
The Green Mile,Producer,Frank Darabont
The Amazing Spider-Man 2,Director,Marc Webb
The Amazing Spider-Man 2,Screenwriter,Jeff Pinkner
The Amazing Spider-Man 2,Screenwriter,Alex Kurtzman
The Amazing Spider-Man 2,Screenwriter,Roberto Orci
The Amazing Spider-Man 2,Producer,Avi Arad
The Amazing Spider-Man 2,Producer,Matthew Tolmach
Crocodile Dundee in Los Angeles,Director,Simon Wincer
Lisa Picard is Famous,Director,Griffin Dunne
"Run, Fatboy, Run",Director,David Schwimmer
Das Boot,Director,Wolfgang Petersen
Road Trip,Director,Todd Phillips
Punisher: War Zone,Director,Lexi Alexander
